Price,Location,Property Ref,Date Added,Last Updated,market Status,Type,Price_cat,Bedroom,Bathroom,Toilets,Town
2200000,"Emmanuel Adiele, Jabi, Abuja",2256527,2024-05-15,2024-05-15, Available,Detached Bungalow,Millions,2.0,1.0,1.0,Jabi
300000000,"Shoprite, Jabi, Abuja",2256470,2024-05-15,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
400000000,"Jabi 3, Jabi, Abuja",2235832,2024-05-03,2024-05-05, Available,House,Millions,5.0,5.0,6.0,Jabi
400000000,"Katampe Extension, Katampe, Abuja",2163062,2024-03-15,2024-05-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
195000000,"Life Camp, Abuja",2256401,2024-05-15,2024-05-17, Available,House,Millions,4.0,4.0,5.0,Life Camp
180000000,"News Engineering, Dawaki, Gwarinpa, Abuja",2255597,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,6.0,7.0,7.0,Gwarimpa
500000000,"Gilmore, Jahi, Abuja",2255613,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,7.0,8.0,8.0,Jahi
450000000,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2255615,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,6.0,7.0,7.0,Katampe
450000000,"Off Abc Cargo Road, Katampe, Abuja",2255630,2024-05-14,2024-05-14, Available,Block of Flats,Millions,2.0,4.0,4.0,Katampe
1300000000,"Asokoro District, Abuja",2139076,2024-02-28,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
23500000,"Fastest Developing Area , 15 Min From Airport, Beside Aviation Village, Kyami, Abuja",2237646,2024-05-04,2024-05-04, Available,Terraced Duplex,Millions,2.0,2.0,3.0,Kyami
139000000,"Lokogoma District, Abuja",2255974,2024-05-15,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Lokogoma District
145000000,"Jahi, Abuja",2255966,2024-05-15,2024-05-16, Available,Block of Flats,Millions,3.0,3.0,4.0,Jahi
230000000,"Gaduwa, Abuja",2255952,2024-05-15,2024-05-15, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gaduwa
230000000,"Patrick Yakowa Way, Katampe Extension, Katampe, Abuja",2255910,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
75000000,"Mabushi, Abuja",2255898,2024-05-14,2024-05-16, Available,Block of Flats,Millions,2.0,2.0,2.0,Mabushi
150000000,"Macuspoli Estate, Gwarinpa, Abuja",2255839,2024-05-14,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
230000000,"Gaduwa, Abuja",2255791,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gaduwa
550000000,"Guzape District, Abuja",2255505,2024-05-14,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
400000000,"River Park Estate Along Airport Road, Lugbe District, Abuja",2255636,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,6.0,7.0,7.0,Lugbe District
30000000,"No 10 Pyakasa Road, Lugbe District, Abuja",2255619,2024-05-14,2024-05-14, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Lugbe District
120000000,"Off Lento, Life Camp, Abuja",2082756,2024-01-20,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
230000000,"Katampe Extension, Katampe, Abuja",2255487,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
500000000,"Jahi Gilmore, Jahi, Abuja",2255475,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,7.0,7.0,8.0,Jahi
20000000,"Airport, Immigration Estate, Goodluck Jonathan's Farm*, Kyami, Abuja",2255411,2024-05-14,2024-05-14, Available,House,Millions,2.0,3.0,3.0,Kyami
450000000,"Efab Metropolis, Gwarinpa, Abuja",2255396,2024-05-14,2024-05-17, Available,Detached Duplex,Millions,7.0,7.0,9.0,Gwarimpa
430000000,"38 Inuwa Wada Crescent, Utako, Abuja",2140814,2024-02-29,2024-05-03, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Utako
300000000,"Wuye, Wuye, Abuja",2255299,2024-05-14,2024-05-15, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Wuye
280000000,"Efab Metropolis, Gwarinpa, Abuja",2254730,2024-05-14,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
350000000,"Kado, Abuja",2230993,2024-04-30,2024-05-15, Available,Detached Duplex,Millions,4.0,6.0,6.0,Kado
400000000,"Guzape District, Abuja",2235360,2024-05-02,2024-05-15, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
65000000,"FO1 Layout, Kubwa, Abuja",2255257,2024-05-14,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Kubwa
260000000,"Jahi, Abuja",2243657,2024-05-08,2024-05-15, Available,Terraced Duplex,Millions,5.0,6.0,6.0,Jahi
260000000,"Jahi, Abuja",2243662,2024-05-08,2024-05-15, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
250000000,"River Park Estate Around Glory Dome Dunamis Headquarter, Katampe, Abuja",2255240,2024-05-14,2024-05-15, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
1000000000,"The Cove Lakeside, Jabi, Abuja",2255183,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,6.0,6.0,7.0,Jabi
1300000000,"Maitama, Maitama District, Abuja",2255111,2024-05-14,2024-05-15, Available,Terraced Duplex,Billions,9.0,9.0,10.0,Maitama District
150000000,"Nizamiye Hospital, Karmo, Abuja",2255106,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Karmo
9000000,"Proximity To The Airport, Immigration Estate, Kyami, Abuja",2255091,2024-05-14,2024-05-16, Available,Block of Flats,Millions,1.0,1.0,2.0,Kyami
320000000,"Asokoro District, Abuja",2250949,2024-05-12,2024-05-14, Available,Terraced Duplex,Millions,5.0,5.0,5.0,Asokoro District
330000000,"Apo Resettlement, Apo, Abuja",2222041,2024-04-24,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
150000000,"Jahi, Abuja",2254957,2024-05-14,2024-05-15, Available,Terraced Duplex,Millions,4.0,4.0,4.0,Jahi
350000000,"Guzape Abuja, Guzape District, Abuja",2183833,2024-03-29,2024-04-23, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
450000000,"Katampe Extension, Katampe, Abuja",2254889,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,5.0,6.0,6.0,Katampe
160000000,"Karsana, Abuja",2254839,2024-05-14,2024-05-16, Available,Detached Bungalow,Millions,3.0,4.0,4.0,Karsana
60000000,"Shallom Estate Not Far From Trademore Estate, Lugbe District, Abuja",2254805,2024-05-14,2024-05-16, Available,Detached Duplex,Millions,4.0,4.0,4.0,Lugbe District
200000000,"Katampe Extension, Katampe, Abuja",2254806,2024-05-14,2024-05-16, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Katampe
230000000,"Metropolis, Karsana, Abuja",2205326,2024-04-14,2024-04-14, Available,Detached Duplex,Millions,7.0,7.0,8.0,Karsana
37700000,"Opposite Centenary City Airport Road, Kyami, Abuja",2254583,2024-05-14,2024-05-14, Available,House,Millions,3.0,4.0,4.0,Kyami
65000000,"Wuye, Abuja",2254566,2024-05-14,2024-05-15, Available,Block of Flats,Millions,2.0,2.0,2.0,Wuye
140000000,"Nnpc Staff Estate After Paradise 1, Life Camp, Abuja",2254468,2024-05-14,2024-05-16, Available,Detached Duplex,Millions,6.0,6.0,7.0,Life Camp
100000000,"Wuye, Abuja",2253623,2024-05-13,2024-05-14, Available,Terraced Duplex,Millions,3.0,3.0,3.0,Wuye
65000000,"Life Camp, Abuja",2254371,2024-05-14,2024-05-14, Available,Semi-detached Duplex,Millions,4.0,3.0,3.0,Life Camp
90000000,"Charley Boy's Side, Gwarimpa Extension, Gwarinpa, Abuja",1862865,2023-08-12,2024-05-14, Available,Detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
8000000,"Corner Shop 3rd Avenue, Gwarinpa, Abuja",2254271,2024-05-14,2024-05-14, Available,Terraced Bungalow,Millions,1.0,1.0,1.0,Gwarimpa
350000000,"Kado, Abuja",2254216,2024-05-14,2024-05-15, Available,Detached Duplex,Millions,5.0,5.0,6.0,Kado
90000000,"Life Camp, Abuja",2231735,2024-04-30,2024-04-30, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
500000000,"Asokoro District, Abuja",2231764,2024-04-30,2024-05-01, Available,Detached Duplex,Millions,5.0,5.0,6.0,Asokoro District
250000000,"Mabushi, Abuja",2231769,2024-04-30,2024-04-30, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Mabushi
850000000,"Maitama District, Abuja",2253912,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,6.0,6.0,7.0,Maitama District
260000000,"Apo Resettlement, Apo, Abuja",2198175,2024-04-09,2024-04-09, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
400000000,"Wuye, Abuja",2253935,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Wuye
550000000,"Wuye, Abuja",2253930,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Wuye
500000000,"Katampe Extension, Katampe, Abuja",2253920,2024-05-13,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Katampe
145000000,"Off 3rd Avenue, Gwarinpa, Abuja",1994251,2023-11-09,2024-05-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
400000000,"3rd Avenue, Gwarinpa, Abuja",2079310,2024-01-17,2024-05-14, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
120000000,"By Nizamiye Hospital, Idu Industrial, Abuja",2254079,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Idu Industrial
190000000,"6th Avenue, Gwarinpa, Abuja",2254068,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
165000000,"6th Avenue, Gwarinpa, Abuja",2254061,2024-05-14,2024-05-14, Available,Detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
87000000,"6th Avenue, Gwarinpa, Abuja",2254058,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
23500000,"Airport, Beside Aviation Village Axis, Kyami, Abuja",2245727,2024-05-09,2024-05-09, Available,Terraced Duplex,Millions,2.0,3.0,3.0,Kyami
37700000,"Kyami, Abuja",2237366,2024-05-04,2024-05-09, Available,Terraced Duplex,Millions,3.0,3.0,4.0,Kyami
350000000,"Maitama District, Abuja",2253952,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Maitama District
170000000,"Life Camp, Abuja",2253951,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
145000000,"Life Camp, Abuja",2253948,2024-05-14,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
230000000,"Gwarinpa, Abuja",2253947,2024-05-14,2024-05-14, Available,Semi-detached Duplex,Millions,5.0,5.0,6.0,Gwarimpa
3000000000,"Asokoro Main By Diplomatic Zone, Asokoro District, Abuja",1999860,2023-11-13,2024-04-23, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
240000000,"Off Nizamiye, Idu Industrial, Abuja",2253944,2024-05-14,2024-05-14, Available,Terraced Bungalow,Millions,6.0,6.0,7.0,Idu Industrial
380000000,"Wuye, Abuja",2253938,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Wuye
150000000,"Mabushi, Abuja",2253936,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Mabushi
150000000,"Off Living Faith, Jahi, Abuja",2253929,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
85000000,"River Park, Lugbe District, Abuja",2253927,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Lugbe District
120000000,"Mikuch Ville Estate, Life Camp, Abuja",2253923,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
130000000,"Katampe (Main), Katampe, Abuja",2253919,2024-05-13,2024-05-13, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Katampe
40000000,"Step One Estate, Karsana North, Karsana, Abuja",2253915,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Karsana
230000000,"Katampe Extension, Katampe, Abuja",2253911,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
270000000,"Apo Resettlement, Apo, Abuja",2253909,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,6.0,6.0,7.0,Apo
500000000,"After Sow Estate, Katampe Extension, Katampe, Abuja",2253823,2024-05-13,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
290000000,"Efab Metropolis, Gwarinpa, Abuja",2253674,2024-05-13,2024-05-17, Available,Detached Duplex,Millions,5.0,6.0,6.0,Gwarimpa
470000000,"Guzape District, Abuja",2253641,2024-05-13,2024-05-13, Available,Semi-detached Duplex,Millions,5.0,6.0,6.0,Guzape District
260000000,"Guzape District, Abuja",2089855,2024-01-24,2024-05-13, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Guzape District
300000000,"By Nnpc, Guzape District, Abuja",2135450,2024-02-26,2024-04-26, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
350000000,"Off Nnpc, Guzape District, Abuja",2138491,2024-02-28,2024-04-26, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
900000000,"Off Coza, Guzape District, Abuja",2146832,2024-03-05,2024-04-26, Available,Detached Duplex,Millions,9.0,9.0,10.0,Guzape District
250000000,"Off Coza, Guzape District, Abuja",2228105,2024-04-28,2024-04-28, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Guzape District
540000000,"Guzape District, Abuja",2221144,2024-04-24,2024-04-25, Available,Detached Duplex,Millions,5.0,5.0,6.0,Guzape District
3500000000,"Maitama District, Abuja",2168868,2024-03-19,2024-05-13, Available,Detached Duplex,Billions,7.0,8.0,8.0,Maitama District
130000000,"Life Camp, Abuja",1969459,2023-10-23,2024-05-13, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Life Camp
65000000,"Jahi, Abuja",2245168,2024-05-08,2024-05-13, Available,Block of Flats,Millions,1.0,2.0,2.0,Jahi
250000000,"Katampe Extension, Katampe Extension, Katampe, Abuja",2253386,2024-05-13,2024-05-16, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Katampe
1300000000,"Asokoro District, Abuja",2253371,2024-05-13,2024-05-13, Available,Detached Duplex,Billions,7.0,8.0,8.0,Asokoro District
150000000,"Behind Turkish Hospital, Life Camp, Abuja",2253266,2024-05-13,2024-05-14, Available,Terraced Duplex,Millions,5.0,5.0,6.0,Life Camp
360000000,"Jahi, Abuja",2253178,2024-05-13,2024-05-16, Available,Terraced Duplex,Millions,4.0,4.0,4.0,Jahi
145000000,"Jahi, Abuja",2253166,2024-05-13,2024-05-14, Available,Block of Flats,Millions,3.0,4.0,4.0,Jahi
120000000,"Jahi, Abuja",2253147,2024-05-13,2024-05-14, Available,Block of Flats,Millions,2.0,2.0,2.0,Jahi
130000000,"Asba And Dantata Estate, Kubwa, Abuja",2156536,2024-03-12,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Kubwa
950000000,"Wuse 2, Abuja",2252906,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,8.0,8.0,9.0,Wuse 2
400000000,"Naf Valley Estate, Asokoro District, Abuja",1428203,2022-08-19,2024-05-17, Available,Detached Duplex,Millions,5.0,5.0,6.0,Asokoro District
210000000,"20 Valence Road, Lokogoma District, Abuja",2252866,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lokogoma District
450000000,"Utako, Abuja",2142162,2024-03-01,2024-03-03, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Utako
350000000,"2nd Avenue, Gwarinpa, Abuja",2148858,2024-03-06,2024-05-13, Available,Detached Duplex,Millions,5.0,6.0,5.0,Gwarimpa
230000000,"New H.medix Before Coza, Guzape District, Abuja",2095030,2024-01-28,2024-05-11, Available,Detached Duplex,Millions,5.0,6.0,6.0,Guzape District
300000000,"Wuye, Abuja",2167762,2024-03-19,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Wuye
65000000,"Penthouse Estate, Lugbe District, Abuja",2252592,2024-05-13,2024-05-13, Available,Detached Bungalow,Millions,4.0,4.0,5.0,Lugbe District
80000000,"15 Cedercrest Road, Apo, Abuja",2252355,2024-05-13,2024-05-13, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Apo
95000000,"Wuye, Abuja",2252339,2024-05-13,2024-05-13, Available,Block of Flats,Millions,3.0,3.0,4.0,Wuye
60000000,"Life Camp, Abuja",2252338,2024-05-13,2024-05-16, Available,Terraced Duplex,Millions,3.0,3.0,3.0,Life Camp
200000000,"By House On The Rock Church, Kukwaba, Abuja",2231038,2024-04-30,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Kukwaba
180000000,"Lugbe District, Abuja",2252257,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,4.0,4.0,5.0,Lugbe District
280000000,"Kado, Abuja",2252256,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Kado
165000000,"Life Camp, Abuja",2252254,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
500000000,"Wuye, Abuja",2252252,2024-05-13,2024-05-13, Available,Detached Duplex,Millions,5.0,5.0,6.0,Wuye
150000000,"Gwarinpa, Abuja",2252251,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Gwarimpa
400000000,"Gilmore, Jahi, Abuja",2252250,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jahi
170000000,"Karsana, Abuja",2252248,2024-05-13,2024-05-13, Available,Detached Bungalow,Millions,4.0,4.0,5.0,Karsana
150000000,"Karsana, Abuja",2252247,2024-05-13,2024-05-13, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Karsana
120000000,"Life Camp, Abuja",2252246,2024-05-13,2024-05-13, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
120000000,"Life Camp, Abuja",2252245,2024-05-13,2024-05-13, Available,Detached Bungalow,Millions,3.0,3.0,4.0,Life Camp
250000000,"Katampe Extension, Katampe, Abuja",2236277,2024-05-03,2024-05-03, Available,Detached Duplex,Millions,4.0,4.0,5.0,Katampe
500000000,"Katampe Extension, Katampe, Abuja",2253920,2024-05-13,2024-05-17, Available,Detached Duplex,Millions,6.0,6.0,7.0,Katampe
105000000,"Katampe Extension, Katampe, Abuja",2231722,2024-04-30,2024-05-02, Available,Detached Duplex,Millions,5.0,5.0,6.0,Katampe
100000000,"Katampe (Main), Katampe, Abuja",2231804,2024-05-01,2024-05-01, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
165000000,"Katampe Extension, Katampe, Abuja",2235850,2024-05-03,2024-05-03, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
250000000,"Katampe Extension, Katampe, Abuja",2235468,2024-05-03,2024-05-03, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
200000000,"Katampe Extension, Katampe, Abuja",2241562,2024-05-07,2024-05-07, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
260000000,"Katampe Extension, Katampe, Abuja",2252241,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
150000000,"Guzape District, Abuja",2252239,2024-05-13,2024-05-13, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Guzape District
250000000,"6th Avenue, Gwarinpa, Abuja",2252229,2024-05-13,2024-05-13, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
135000000,"Garki, Abuja",2252164,2024-05-12,2024-05-13, Available,Block of Flats,Millions,3.0,3.0,4.0,Garki
140000000,"By Stella Maris, Life Camp, Abuja",2252151,2024-05-12,2024-05-12, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
135000000,"Jahi, Abuja",2252146,2024-05-12,2024-05-12, Available,Block of Flats,Millions,3.0,3.0,4.0,Jahi
110000000,"Jahi, Abuja",2252145,2024-05-12,2024-05-12, Available,Block of Flats,Millions,2.0,2.0,3.0,Jahi
240000000,"Idu Industrial, Abuja",2252085,2024-05-12,2024-05-12, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Idu Industrial
145000000,"Jabi, Abuja",2144089,2024-03-03,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Jabi
1500000000,"Asokoro District, Abuja",2252051,2024-05-12,2024-05-13, Available,Detached Duplex,Billions,7.0,7.0,8.0,Asokoro District
150000000,"By Nizamiye Turkish Hospital, Idu Industrial, Abuja",2183925,2024-03-29,2024-05-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Idu Industrial
330000000,"2nd Avenue, Gwarinpa, Abuja",2068017,2024-01-10,2024-04-14, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Gwarimpa
150000000,"Modern Shelter Estste, Life Camp, Abuja",2252038,2024-05-12,2024-05-12, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Life Camp
180000000,"Life Camp, Abuja",2252017,2024-05-12,2024-05-12, Available,Semi-detached Duplex,Millions,4.0,4.0,5.0,Life Camp
300000000,"By Gilmor, Jahi, Abuja",2149715,2024-03-07,2024-05-17, Available,Terraced Duplex,Millions,4.0,5.0,5.0,Jahi
100000000,"By Next Cash And Carry, Kado, Abuja",2251991,2024-05-12,2024-05-12, Available,Block of Flats,Millions,4.0,4.0,5.0,Kado
160000000,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2251982,2024-05-12,2024-05-14, Available,Terraced Duplex,Millions,4.0,4.0,4.0,Katampe
1000000000,"Katampe Extension, Katampe, Abuja",2251976,2024-05-12,2024-05-12, Available,Detached Duplex,Millions,8.0,8.0,9.0,Katampe
200000000,"Katampe Extension, Katampe, Abuja",2251974,2024-05-12,2024-05-12, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Katampe
100000000,"News Engineering, Dawaki, Gwarinpa, Abuja",2251963,2024-05-12,2024-05-12, Available,House,Millions,5.0,5.0,6.0,Gwarimpa
250000000,"Asokoro District, Abuja",2251955,2024-05-12,2024-05-12, Available,Terraced Duplex,Millions,4.0,4.0,5.0,Asokoro District
